Timestamp,Activity Type,Usage Duration (ms)
2025-02-18 10:40:31,ACTIVITY_RESUMED,com.spotify.music
2025-02-18 10:40:40,ACTIVITY_PAUSED,com.spotify.music
2025-02-18 10:40:41,ACTIVITY_STOPPED,com.spotify.music
2025-02-18 11:27:08,FOREGROUND_SERVICE_STOP,com.spotify.music
2025-02-18 12:23:40,USER_INTERACTION,com.spotify.music
2025-02-18 12:23:40,ACTIVITY_RESUMED,com.spotify.music
2025-02-18 12:23:58,FOREGROUND_SERVICE_START,com.spotify.music
2025-02-18 12:23:58,NOTIFICATION_INTERRUPTION,com.spotify.music
2025-02-18 12:24:01,ACTIVITY_PAUSED,com.spotify.music
2025-02-18 12:24:02,SHORTCUT_INVOCATION,com.spotify.music
2025-02-18 12:24:02,SHORTCUT_INVOCATION,com.spotify.music
2025-02-18 12:24:02,ACTIVITY_STOPPED,com.spotify.music
2025-02-18 12:24:02,SHORTCUT_INVOCATION,com.spotify.music
2025-02-18 12:26:52,ACTIVITY_RESUMED,com.spotify.music
2025-02-18 12:27:00,ACTIVITY_PAUSED,com.spotify.music
2025-02-18 12:27:01,ACTIVITY_STOPPED,com.spotify.music
2025-02-18 12:57:10,ACTIVITY_RESUMED,com.spotify.music
2025-02-18 12:57:14,ACTIVITY_PAUSED,com.spotify.music
2025-02-18 12:57:14,ACTIVITY_STOPPED,com.spotify.music
2025-02-18 13:14:50,FOREGROUND_SERVICE_STOP,com.spotify.music
2025-02-18 13:38:25,USER_INTERACTION,com.spotify.music
2025-02-18 13:38:25,ACTIVITY_RESUMED,com.spotify.music
2025-02-18 13:38:33,FOREGROUND_SERVICE_START,com.spotify.music
2025-02-18 13:38:33,NOTIFICATION_INTERRUPTION,com.spotify.music
2025-02-18 13:38:46,FOREGROUND_SERVICE_START,com.spotify.music
2025-02-18 13:38:51,ACTIVITY_PAUSED,com.spotify.music
2025-02-18 13:38:52,SHORTCUT_INVOCATION,com.spotify.music
2025-02-18 13:38:52,SHORTCUT_INVOCATION,com.spotify.music
2025-02-18 13:38:52,ACTIVITY_STOPPED,com.spotify.music
2025-02-18 13:38:52,SHORTCUT_INVOCATION,com.spotify.music
2025-02-18 13:38:57,NOTIFICATION_INTERRUPTION,com.spotify.music
2025-02-18 13:38:57,NOTIFICATION_SEEN,com.spotify.music
2025-02-18 13:39:11,FOREGROUND_SERVICE_STOP,com.spotify.music
2025-02-18 14:01:43,FOREGROUND_SERVICE_STOP,com.spotify.music
2025-02-18 16:17:44,FOREGROUND_SERVICE_START,com.spotify.music
2025-02-18 16:17:44,NOTIFICATION_INTERRUPTION,com.spotify.music
2025-02-18 16:19:21,FOREGROUND_SERVICE_START,com.spotify.music
2025-02-18 16:19:22,FOREGROUND_SERVICE_STOP,com.spotify.music
2025-02-18 16:42:10,ACTIVITY_RESUMED,com.spotify.music
2025-02-18 16:42:10,ACTIVITY_PAUSED,com.spotify.music
2025-02-18 16:42:10,ACTIVITY_RESUMED,com.spotify.music
2025-02-18 16:42:12,ACTIVITY_PAUSED,com.spotify.music
2025-02-18 16:42:12,ACTIVITY_RESUMED,com.spotify.music
2025-02-18 16:42:12,ACTIVITY_STOPPED,com.spotify.music
2025-02-18 16:43:10,ACTIVITY_PAUSED,com.spotify.music
2025-02-18 16:43:10,SHORTCUT_INVOCATION,com.spotify.music
2025-02-18 16:43:10,SHORTCUT_INVOCATION,com.spotify.music
2025-02-18 16:43:10,ACTIVITY_STOPPED,com.spotify.music
2025-02-18 16:43:10,SHORTCUT_INVOCATION,com.spotify.music
2025-02-18 16:51:55,USER_INTERACTION,com.spotify.music
2025-02-18 16:51:55,ACTIVITY_RESUMED,com.spotify.music
2025-02-18 16:51:56,ACTIVITY_PAUSED,com.spotify.music
2025-02-18 16:51:57,ACTIVITY_STOPPED,com.spotify.music
2025-02-18 16:53:39,ACTIVITY_RESUMED,com.spotify.music
2025-02-18 16:53:42,ACTIVITY_PAUSED,com.spotify.music
2025-02-18 16:53:42,ACTIVITY_STOPPED,com.spotify.music
2025-02-18 16:53:44,USER_INTERACTION,com.spotify.music
2025-02-18 16:53:44,ACTIVITY_RESUMED,com.spotify.music
2025-02-18 16:53:55,ACTIVITY_PAUSED,com.spotify.music
2025-02-18 16:53:55,SHORTCUT_INVOCATION,com.spotify.music
2025-02-18 16:53:55,SHORTCUT_INVOCATION,com.spotify.music
2025-02-18 16:53:55,ACTIVITY_STOPPED,com.spotify.music
2025-02-18 16:53:55,SHORTCUT_INVOCATION,com.spotify.music
2025-02-18 16:55:51,USER_INTERACTION,com.spotify.music
2025-02-18 16:56:55,USER_INTERACTION,com.spotify.music
2025-02-18 17:00:23,USER_INTERACTION,com.spotify.music
2025-02-18 17:00:23,ACTIVITY_RESUMED,com.spotify.music
2025-02-18 17:01:18,ACTIVITY_PAUSED,com.spotify.music
2025-02-18 17:01:18,SHORTCUT_INVOCATION,com.spotify.music
2025-02-18 17:01:18,SHORTCUT_INVOCATION,com.spotify.music
2025-02-18 17:01:18,ACTIVITY_STOPPED,com.spotify.music
2025-02-18 17:03:44,ACTIVITY_RESUMED,com.spotify.music
2025-02-18 17:04:30,ACTIVITY_PAUSED,com.spotify.music
2025-02-18 17:04:30,SHORTCUT_INVOCATION,com.spotify.music
2025-02-18 17:04:30,SHORTCUT_INVOCATION,com.spotify.music
2025-02-18 17:04:30,ACTIVITY_STOPPED,com.spotify.music
2025-02-18 17:05:25,ACTIVITY_RESUMED,com.spotify.music
2025-02-18 17:05:32,ACTIVITY_PAUSED,com.spotify.music
2025-02-18 17:05:32,ACTIVITY_STOPPED,com.spotify.music
2025-02-18 17:50:53,FOREGROUND_SERVICE_STOP,com.spotify.music
2025-02-18 19:39:38,FOREGROUND_SERVICE_START,com.spotify.music
2025-02-18 19:39:38,NOTIFICATION_INTERRUPTION,com.spotify.music
2025-02-18 19:41:10,FOREGROUND_SERVICE_START,com.spotify.music
2025-02-18 19:41:10,FOREGROUND_SERVICE_STOP,com.spotify.music
2025-02-18 19:43:46,ACTIVITY_RESUMED,com.spotify.music
2025-02-18 19:43:46,ACTIVITY_PAUSED,com.spotify.music
2025-02-18 19:43:46,ACTIVITY_RESUMED,com.spotify.music
2025-02-18 19:43:52,ACTIVITY_PAUSED,com.spotify.music
2025-02-18 19:43:52,ACTIVITY_RESUMED,com.spotify.music
2025-02-18 19:43:52,ACTIVITY_STOPPED,com.spotify.music
2025-02-18 19:43:56,ACTIVITY_PAUSED,com.spotify.music
2025-02-18 19:43:56,SHORTCUT_INVOCATION,com.spotify.music
2025-02-18 19:43:56,SHORTCUT_INVOCATION,com.spotify.music
2025-02-18 19:43:56,SHORTCUT_INVOCATION,com.spotify.music
2025-02-18 19:43:56,ACTIVITY_STOPPED,com.spotify.music
2025-02-18 19:51:52,ACTIVITY_RESUMED,com.spotify.music
2025-02-18 19:51:55,ACTIVITY_PAUSED,com.spotify.music
2025-02-18 19:51:55,ACTIVITY_RESUMED,com.spotify.music
2025-02-18 19:51:59,ACTIVITY_PAUSED,com.spotify.music
2025-02-18 19:51:59,ACTIVITY_STOPPED,com.spotify.music
2025-02-18 19:51:59,ACTIVITY_STOPPED,com.spotify.music
2025-02-18 20:20:39,ACTIVITY_RESUMED,com.spotify.music
2025-02-18 20:20:40,ACTIVITY_PAUSED,com.spotify.music
2025-02-18 20:20:40,ACTIVITY_RESUMED,com.spotify.music
2025-02-18 20:20:40,ACTIVITY_STOPPED,com.spotify.music
2025-02-18 20:20:54,ACTIVITY_PAUSED,com.spotify.music
2025-02-18 20:20:54,SHORTCUT_INVOCATION,com.spotify.music
2025-02-18 20:20:54,SHORTCUT_INVOCATION,com.spotify.music
2025-02-18 20:20:54,ACTIVITY_STOPPED,com.spotify.music
2025-02-18 20:20:54,SHORTCUT_INVOCATION,com.spotify.music
2025-02-18 20:24:33,USER_INTERACTION,com.spotify.music
2025-02-18 20:24:36,ACTIVITY_RESUMED,com.spotify.music
2025-02-18 20:24:38,ACTIVITY_PAUSED,com.spotify.music
2025-02-18 20:24:39,ACTIVITY_STOPPED,com.spotify.music
2025-02-18 20:43:59,ACTIVITY_RESUMED,com.spotify.music
2025-02-18 20:44:01,ACTIVITY_PAUSED,com.spotify.music
2025-02-18 20:44:01,ACTIVITY_STOPPED,com.spotify.music
2025-02-18 20:54:01,FOREGROUND_SERVICE_STOP,com.spotify.music
2025-02-18 22:41:26,STANDBY_BUCKET_CHANGED,com.spotify.music
2025-02-19 08:12:45,FOREGROUND_SERVICE_START,com.spotify.music
2025-02-19 08:12:45,FOREGROUND_SERVICE_STOP,com.spotify.music
2025-02-19 10:15:28,FOREGROUND_SERVICE_START,com.spotify.music
2025-02-19 10:15:28,NOTIFICATION_INTERRUPTION,com.spotify.music
2025-02-19 10:15:32,FOREGROUND_SERVICE_START,com.spotify.music
2025-02-19 10:15:32,FOREGROUND_SERVICE_STOP,com.spotify.music
2025-02-19 10:25:48,FOREGROUND_SERVICE_STOP,com.spotify.music
2025-02-19 10:28:01,FOREGROUND_SERVICE_START,com.spotify.music
2025-02-19 10:28:01,NOTIFICATION_INTERRUPTION,com.spotify.music
