Timestamp,Activity Type,Application
2025-02-17 12:14:23,ACTIVITY_PAUSED,com.spotify.music
2025-02-17 12:14:23,ACTIVITY_STOPPED,com.spotify.music
2025-02-17 12:14:24,FOREGROUND_SERVICE_START,com.spotify.music
2025-02-17 12:14:24,NOTIFICATION_INTERRUPTION,com.spotify.music
2025-02-17 12:24:34,FOREGROUND_SERVICE_STOP,com.spotify.music
2025-02-17 12:45:29,FOREGROUND_SERVICE_START,com.spotify.music
2025-02-17 12:45:29,NOTIFICATION_INTERRUPTION,com.spotify.music
2025-02-17 13:11:32,FOREGROUND_SERVICE_STOP,com.spotify.music
2025-02-17 16:14:28,USER_INTERACTION,com.spotify.music
2025-02-17 16:14:29,ACTIVITY_RESUMED,com.spotify.music
2025-02-17 16:14:34,FOREGROUND_SERVICE_START,com.spotify.music
2025-02-17 16:14:35,FOREGROUND_SERVICE_STOP,com.spotify.music
2025-02-17 16:14:44,FOREGROUND_SERVICE_START,com.spotify.music
2025-02-17 16:14:44,NOTIFICATION_INTERRUPTION,com.spotify.music
2025-02-17 16:14:59,ACTIVITY_PAUSED,com.spotify.music
2025-02-17 16:14:59,SHORTCUT_INVOCATION,com.spotify.music
2025-02-17 16:14:59,SHORTCUT_INVOCATION,com.spotify.music
2025-02-17 16:14:59,ACTIVITY_STOPPED,com.spotify.music
2025-02-17 17:53:49,FOREGROUND_SERVICE_STOP,com.spotify.music
2025-02-17 20:59:26,FOREGROUND_SERVICE_START,com.spotify.music
2025-02-17 20:59:26,NOTIFICATION_INTERRUPTION,com.spotify.music
2025-02-17 20:59:46,FOREGROUND_SERVICE_START,com.spotify.music
2025-02-17 20:59:47,FOREGROUND_SERVICE_STOP,com.spotify.music
2025-02-17 21:44:19,USER_INTERACTION,com.spotify.music
2025-02-17 21:44:19,ACTIVITY_RESUMED,com.spotify.music
2025-02-17 21:44:22,ACTIVITY_PAUSED,com.spotify.music
2025-02-17 21:44:22,ACTIVITY_STOPPED,com.spotify.music
2025-02-17 21:55:07,FOREGROUND_SERVICE_STOP,com.spotify.music
