Timestamp,Activity Type,Application
2025-02-22 15:07:11,USER_INTERACTION,com.spotify.music
2025-02-22 15:07:13,USER_INTERACTION,com.spotify.music
2025-02-22 15:07:14,ACTIVITY_RESUMED,com.spotify.music
2025-02-22 15:07:29,ACTIVITY_PAUSED,com.spotify.music
2025-02-22 15:07:30,SHORTCUT_INVOCATION,com.spotify.music
2025-02-22 15:07:30,SHORTCUT_INVOCATION,com.spotify.music
2025-02-22 15:07:31,ACTIVITY_STOPPED,com.spotify.music
2025-02-22 15:07:31,SHORTCUT_INVOCATION,com.spotify.music
2025-02-22 15:12:55,ACTIVITY_RESUMED,com.spotify.music
2025-02-22 15:12:57,ACTIVITY_PAUSED,com.spotify.music
2025-02-22 15:12:57,ACTIVITY_STOPPED,com.spotify.music
2025-02-22 15:23:03,FOREGROUND_SERVICE_STOP,com.spotify.music
2025-02-22 18:23:15,NOTIFICATION_INTERRUPTION,com.spotify.music
2025-02-22 19:37:55,USER_INTERACTION,com.spotify.music
2025-02-22 19:37:55,ACTIVITY_RESUMED,com.spotify.music
2025-02-22 19:37:57,FOREGROUND_SERVICE_START,com.spotify.music
2025-02-22 19:37:57,NOTIFICATION_INTERRUPTION,com.spotify.music
2025-02-22 19:37:58,ACTIVITY_PAUSED,com.spotify.music
2025-02-22 19:38:00,ACTIVITY_STOPPED,com.spotify.music
2025-02-22 19:39:11,ACTIVITY_RESUMED,com.spotify.music
2025-02-22 19:39:14,ACTIVITY_PAUSED,com.spotify.music
2025-02-22 19:39:14,ACTIVITY_RESUMED,com.spotify.music
2025-02-22 19:39:15,ACTIVITY_PAUSED,com.spotify.music
2025-02-22 19:39:15,ACTIVITY_RESUMED,com.spotify.music
2025-02-22 19:39:15,ACTIVITY_STOPPED,com.spotify.music
2025-02-22 19:39:41,ACTIVITY_PAUSED,com.spotify.music
2025-02-22 19:39:42,SHORTCUT_INVOCATION,com.spotify.music
2025-02-22 19:39:42,SHORTCUT_INVOCATION,com.spotify.music
2025-02-22 19:39:42,ACTIVITY_STOPPED,com.spotify.music
2025-02-22 19:39:42,SHORTCUT_INVOCATION,com.spotify.music
2025-02-22 19:42:18,ACTIVITY_RESUMED,com.spotify.music
2025-02-22 19:42:21,ACTIVITY_PAUSED,com.spotify.music
2025-02-22 19:42:21,ACTIVITY_STOPPED,com.spotify.music
2025-02-22 20:13:59,FOREGROUND_SERVICE_STOP,com.spotify.music
2025-02-23 00:16:42,USER_INTERACTION,com.spotify.music
2025-02-23 00:16:42,FOREGROUND_SERVICE_START,com.spotify.music
2025-02-23 00:16:42,NOTIFICATION_INTERRUPTION,com.spotify.music
2025-02-23 00:16:43,NOTIFICATION_INTERRUPTION,com.spotify.music
2025-02-23 00:16:57,USER_INTERACTION,com.spotify.music
2025-02-23 00:16:57,FOREGROUND_SERVICE_START,com.spotify.music
2025-02-23 00:16:57,FOREGROUND_SERVICE_STOP,com.spotify.music
2025-02-23 00:21:54,USER_INTERACTION,com.spotify.music
2025-02-23 00:21:54,FOREGROUND_SERVICE_START,com.spotify.music
2025-02-23 00:21:54,FOREGROUND_SERVICE_STOP,com.spotify.music
2025-02-23 00:32:50,USER_INTERACTION,com.spotify.music
2025-02-23 00:32:51,USER_INTERACTION,com.spotify.music
2025-02-23 00:32:52,USER_INTERACTION,com.spotify.music
2025-02-23 00:32:54,USER_INTERACTION,com.spotify.music
2025-02-23 00:32:57,USER_INTERACTION,com.spotify.music
2025-02-23 00:32:57,ACTIVITY_RESUMED,com.spotify.music
2025-02-23 00:33:42,ACTIVITY_PAUSED,com.spotify.music
2025-02-23 00:33:42,SHORTCUT_INVOCATION,com.spotify.music
2025-02-23 00:33:42,SHORTCUT_INVOCATION,com.spotify.music
2025-02-23 00:33:42,ACTIVITY_STOPPED,com.spotify.music
2025-02-23 00:33:42,SHORTCUT_INVOCATION,com.spotify.music
2025-02-23 00:42:39,USER_INTERACTION,com.spotify.music
2025-02-23 00:44:04,USER_INTERACTION,com.spotify.music
2025-02-23 00:46:55,USER_INTERACTION,com.spotify.music
2025-02-23 00:46:55,ACTIVITY_RESUMED,com.spotify.music
2025-02-23 00:47:20,ACTIVITY_PAUSED,com.spotify.music
2025-02-23 00:47:20,SHORTCUT_INVOCATION,com.spotify.music
2025-02-23 00:47:20,SHORTCUT_INVOCATION,com.spotify.music
2025-02-23 00:47:20,SHORTCUT_INVOCATION,com.spotify.music
2025-02-23 00:47:20,ACTIVITY_STOPPED,com.spotify.music
2025-02-23 00:52:27,USER_INTERACTION,com.spotify.music
2025-02-23 00:53:28,USER_INTERACTION,com.spotify.music
2025-02-23 01:03:28,FOREGROUND_SERVICE_STOP,com.spotify.music
